date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:14:49	515/515	---MCZ	200	added ('OK')	text/plain	etag:cacheable:2f2e33d93f06e5a4cc569b3dc70332e4	https://theme480-sneakers-store.myshopify.com/robots.txt		(from )
13:14:49	77285/77285	---MCZ	200	added ('OK')	text/html	etag:cacheable:3599451a90cbe4e424f2d60fdda1f820	https://theme480-sneakers-store.myshopify.com/	C:/Users/naman/Downloads/Sites/sn/theme480-sneakers-store.myshopify.com/index.html	(from )
13:14:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2010%20Mar%202023%2007:44:48%20GMT	http://cdn.shopify.com/s/files/1/0061/9017/0185/files/fav_32x32.png?v=1613753371	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/files/1/0061/9017/0185/files/fav_32x32.04751.delayed	(from https://theme480-sneakers-store.myshopify.com/)
13:14:50	1532/1532	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Mar%202023%2007:44:49%20GMT	https://cdn.shopify.com/s/files/1/0061/9017/0185/files/fav_32x32.png?v=1613753371	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/files/1/0061/9017/0185/files/fav_32x324751.png	(from https://theme480-sneakers-store.myshopify.com/)
13:14:51	54425/54425	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:62bb837df4ab17bbdd83bb3ac94c615a	https://theme480-sneakers-store.myshopify.com/POST	C:/Users/naman/Downloads/Sites/sn/theme480-sneakers-store.myshopify.com/POST	(from https://theme480-sneakers-store.myshopify.com/)
13:14:51	109981/109981	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2009%20Mar%202023%2016:09:20%20GMT	https://cdn.shopify.com/s/trekkie.storefront.701f36a47153337658d848c1f5ce233a81e04f59.min.js	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/trekkie.storefront.701f36a47153337658d848c1f5ce233a81e04f59.min.js	(from https://theme480-sneakers-store.myshopify.com/)
13:14:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2010%20Mar%202023%2007:44:50%20GMT	http://cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-65cd0ba3fcd81a1df33f2510ec5bcf8c0e0958653b50e3965ec972dd638ee13f.js	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-65cd0ba3fcd81a1df33f2510ec5bcf8c0e0958653b50e3965ec972dd638ee13f.js	(from https://theme480-sneakers-store.myshopify.com/)
13:14:53	8318/8318	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2002%20Mar%202023%2000:45:16%20GMT	https://cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-65cd0ba3fcd81a1df33f2510ec5bcf8c0e0958653b50e3965ec972dd638ee13f.js	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-65cd0ba3fcd81a1df33f2510ec5bcf8c0e0958653b50e3965ec972dd638ee13f.js	(from https://theme480-sneakers-store.myshopify.com/)
13:14:53	59535/59535	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2002%20Mar%202023%2000:39:26%20GMT	https://cdn.shopify.com/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	(from https://theme480-sneakers-store.myshopify.com/)
13:14:54	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2010%20Mar%202023%2007:44:52%20GMT	http://cdn.shopify.com/s/files/1/0061/9017/0185/t/2/assets/shopify_logo.gif?v=124153987796372640561539336230	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/files/1/0061/9017/0185/t/2/assets/shopify_logo7619.gif	(from https://theme480-sneakers-store.myshopify.com/)
13:14:54	236294/236294	---M--	200	added ('OK')	image/gif	date:Fri,%2010%20Mar%202023%2007:44:53%20GMT	https://cdn.shopify.com/s/files/1/0061/9017/0185/t/2/assets/shopify_logo.gif?v=124153987796372640561539336230	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/files/1/0061/9017/0185/t/2/assets/shopify_logo7619.gif	(from https://theme480-sneakers-store.myshopify.com/)
13:14:54	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2010%20Mar%202023%2007:44:53%20GMT	https://theme480-sneakers-store.myshopify.com/account	C:/Users/naman/Downloads/Sites/sn/theme480-sneakers-store.myshopify.com/account	(from https://theme480-sneakers-store.myshopify.com/)
13:14:55	64484/64484	---MCZ	200	added ('OK')	text/html	etag:cacheable:ea6fe2aa2e1816aeaafab98d562c2567	https://theme480-sneakers-store.myshopify.com/account/login?return_url=%2Faccount	C:/Users/naman/Downloads/Sites/sn/theme480-sneakers-store.myshopify.com/account/login4236.html	(from https://theme480-sneakers-store.myshopify.com/)
13:14:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2010%20Mar%202023%2007:44:55%20GMT	http://cdn.shopify.com/s/javascripts/currencies.js	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/javascripts/currencies.js	(from https://theme480-sneakers-store.myshopify.com/)
13:14:56	65412/65412	---MCZ	200	added ('OK')	text/html	etag:cacheable:f57f9cb13a306123a480f3afe1c5476a	https://theme480-sneakers-store.myshopify.com/pages/wishlist	C:/Users/naman/Downloads/Sites/sn/theme480-sneakers-store.myshopify.com/pages/wishlist.html	(from https://theme480-sneakers-store.myshopify.com/)
13:14:56	2496/2496	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2010%20Mar%202023%2007:44:02%20GMT	https://cdn.shopify.com/s/javascripts/currencies.js	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/javascripts/currencies.js	(from https://theme480-sneakers-store.myshopify.com/)
13:14:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2010%20Mar%202023%2007:44:55%20GMT	http://cdn.shopify.com/s/files/1/0061/9017/0185/t/2/assets/currency-tools.js?v=56053141205250997201539336229	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/files/1/0061/9017/0185/t/2/assets/currency-toolsf590.js	(from https://theme480-sneakers-store.myshopify.com/)
13:14:57	6954/6954	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2010%20Mar%202023%2007:43:11%20GMT	https://cdn.shopify.com/s/files/1/0061/9017/0185/t/2/assets/currency-tools.js?v=56053141205250997201539336229	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/files/1/0061/9017/0185/t/2/assets/currency-toolsf590.js	(from https://theme480-sneakers-store.myshopify.com/)
13:14:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2010%20Mar%202023%2007:44:56%20GMT	http://cdn.shopify.com/s/files/1/0061/9017/0185/files/logo_d17ac885-2c36-478d-b453-80b8aba4a615_200x40_crop_center.png?v=1613755486	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/files/1/0061/9017/0185/files/logo_d17ac885-2c36-478d-b453-80b8aba4a615_200x40_crop_center5ef2.png	(from https://theme480-sneakers-store.myshopify.com/)
13:14:58	4320/4320	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Mar%202023%2007:44:56%20GMT	https://cdn.shopify.com/s/files/1/0061/9017/0185/files/logo_d17ac885-2c36-478d-b453-80b8aba4a615_200x40_crop_center.png?v=1613755486	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/files/1/0061/9017/0185/files/logo_d17ac885-2c36-478d-b453-80b8aba4a615_200x40_crop_center5ef2.png	(from https://theme480-sneakers-store.myshopify.com/)
13:14:59	100332/100332	---MCZ	200	added ('OK')	text/html	etag:cacheable:069a89d4d9bed89c527082cbbfe13ea7	https://theme480-sneakers-store.myshopify.com/collections/all	C:/Users/naman/Downloads/Sites/sn/theme480-sneakers-store.myshopify.com/collections/all.html	(from https://theme480-sneakers-store.myshopify.com/)
13:15:00	96197/96197	---MCZ	200	added ('OK')	text/html	etag:cacheable:8a9d49732dde7702320a6fe242bd2757	https://theme480-sneakers-store.myshopify.com/collections/men	C:/Users/naman/Downloads/Sites/sn/theme480-sneakers-store.myshopify.com/collections/men.html	(from https://theme480-sneakers-store.myshopify.com/)
13:15:00	95798/95798	---MCZ	200	added ('OK')	text/html	etag:cacheable:fb5c477d1bb629405c62663da59b91c8	https://theme480-sneakers-store.myshopify.com/collections/women	C:/Users/naman/Downloads/Sites/sn/theme480-sneakers-store.myshopify.com/collections/women.html	(from https://theme480-sneakers-store.myshopify.com/)
13:15:01	96483/96483	---MCZ	200	added ('OK')	text/html	etag:cacheable:6d52ecba4e165b10e1c5eca37dbb13cb	https://theme480-sneakers-store.myshopify.com/collections/kids	C:/Users/naman/Downloads/Sites/sn/theme480-sneakers-store.myshopify.com/collections/kids.html	(from https://theme480-sneakers-store.myshopify.com/)
13:15:02	98069/98069	---MCZ	200	added ('OK')	text/html	etag:cacheable:093c821ae90912d56bf70f559a4044f9	https://theme480-sneakers-store.myshopify.com/collections/by-sport	C:/Users/naman/Downloads/Sites/sn/theme480-sneakers-store.myshopify.com/collections/by-sport.html	(from https://theme480-sneakers-store.myshopify.com/)
13:15:02	100800/100800	---MCZ	200	added ('OK')	text/html	etag:cacheable:91aa5462a50cceee3a9954012ac7c1af	https://theme480-sneakers-store.myshopify.com/collections/by-collection	C:/Users/naman/Downloads/Sites/sn/theme480-sneakers-store.myshopify.com/collections/by-collection.html	(from https://theme480-sneakers-store.myshopify.com/)
13:15:03	98190/98190	---MCZ	200	added ('OK')	text/html	etag:cacheable:bf864605c0f1324ae5125e93d9572b0c	https://theme480-sneakers-store.myshopify.com/collections/brands	C:/Users/naman/Downloads/Sites/sn/theme480-sneakers-store.myshopify.com/collections/brands.html	(from https://theme480-sneakers-store.myshopify.com/)
13:15:04	66258/66258	---MCZ	200	added ('OK')	text/html	etag:cacheable:271a0b9da72bedb7cdc7d4d128db90ec	https://theme480-sneakers-store.myshopify.com/pages/about-us	C:/Users/naman/Downloads/Sites/sn/theme480-sneakers-store.myshopify.com/pages/about-us.html	(from https://theme480-sneakers-store.myshopify.com/)
13:15:04	68637/68637	---MCZ	200	added ('OK')	text/html	etag:cacheable:72f2eda8e0f39a0da9d47c6aa3f7eca0	https://theme480-sneakers-store.myshopify.com/pages/contact-us	C:/Users/naman/Downloads/Sites/sn/theme480-sneakers-store.myshopify.com/pages/contact-us.html	(from https://theme480-sneakers-store.myshopify.com/)
13:15:05	64371/64371	---MCZ	200	added ('OK')	text/html	etag:cacheable:2a0f57e3f2c21d088cd62032ec0ac582	https://theme480-sneakers-store.myshopify.com/collections	C:/Users/naman/Downloads/Sites/sn/theme480-sneakers-store.myshopify.com/collections.html	(from https://theme480-sneakers-store.myshopify.com/)
13:15:05	38049/38049	---MCZ	200	added ('OK')	text/html	etag:cacheable:18924266db9be8aa6fdfb8ac05820583	https://theme480-sneakers-store.myshopify.com/pages/password	C:/Users/naman/Downloads/Sites/sn/theme480-sneakers-store.myshopify.com/pages/password.html	(from https://theme480-sneakers-store.myshopify.com/)
13:15:06	66930/66930	---MCZ	200	added ('OK')	text/html	etag:cacheable:bf914b4bb949c73934cbd4ba9f806ad3	https://theme480-sneakers-store.myshopify.com/pages/privacy	C:/Users/naman/Downloads/Sites/sn/theme480-sneakers-store.myshopify.com/pages/privacy.html	(from https://theme480-sneakers-store.myshopify.com/)
13:15:07	65785/65785	---MCZ	200	added ('OK')	text/html	etag:cacheable:79959eb6036455c6de6c3c8c9d53d462	https://theme480-sneakers-store.myshopify.com/blogs/news	C:/Users/naman/Downloads/Sites/sn/theme480-sneakers-store.myshopify.com/blogs/news.html	(from https://theme480-sneakers-store.myshopify.com/)
13:15:08	99099/99099	---MCZ	200	added ('OK')	text/html	etag:cacheable:b234d1ced6f14d26d2899881f319b4c5	https://theme480-sneakers-store.myshopify.com/collections/sale	C:/Users/naman/Downloads/Sites/sn/theme480-sneakers-store.myshopify.com/collections/sale.html	(from https://theme480-sneakers-store.myshopify.com/)
13:15:08	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2010%20Mar%202023%2007:45:07%20GMT	http://cdn.shopify.com/s/files/1/0061/9017/0185/products/adidas_ts_cut_creator_chauncey_billups_mens_basketball_shoes_1_255x.png?v=1539330105	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/files/1/0061/9017/0185/products/adidas_ts_cut_creator_chauncey_billups_mens_basketball_shoes_1_255x056c.png	(from https://theme480-sneakers-store.myshopify.com/)
13:15:09	91697/91697	---MCZ	200	added ('OK')	text/html	etag:cacheable:8a4cce0e71540f6a4946753187ebf4de	https://theme480-sneakers-store.myshopify.com/products/adidas-ts-cut-creator-chauncey-billups-mens-basketball-shoes	C:/Users/naman/Downloads/Sites/sn/theme480-sneakers-store.myshopify.com/products/adidas-ts-cut-creator-chauncey-billups-mens-basketball-shoes.html	(from https://theme480-sneakers-store.myshopify.com/)
13:15:10	57772/57772	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Mar%202023%2007:45:07%20GMT	https://cdn.shopify.com/s/files/1/0061/9017/0185/products/adidas_ts_cut_creator_chauncey_billups_mens_basketball_shoes_1_255x.png?v=1539330105	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/files/1/0061/9017/0185/products/adidas_ts_cut_creator_chauncey_billups_mens_basketball_shoes_1_255x056c.png	(from https://theme480-sneakers-store.myshopify.com/)
13:15:11	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2010%20Mar%202023%2007:45:09%20GMT	http://cdn.shopify.com/s/files/1/0061/9017/0185/products/taylor_swift_s_flower_painting_1_255x.png?v=1539268271	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/files/1/0061/9017/0185/products/taylor_swift_s_flower_painting_1_255x0772.png	(from https://theme480-sneakers-store.myshopify.com/)
13:15:11	81510/81510	---MCZ	200	added ('OK')	text/html	etag:cacheable:6f9cfb3901add2d4cb46227efef1139c	https://theme480-sneakers-store.myshopify.com/products/taylor-swift-s-flower-painting	C:/Users/naman/Downloads/Sites/sn/theme480-sneakers-store.myshopify.com/products/taylor-swift-s-flower-painting.html	(from https://theme480-sneakers-store.myshopify.com/)
13:15:12	39868/39868	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Mar%202023%2007:45:10%20GMT	https://cdn.shopify.com/s/files/1/0061/9017/0185/products/taylor_swift_s_flower_painting_1_255x.png?v=1539268271	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/files/1/0061/9017/0185/products/taylor_swift_s_flower_painting_1_255x0772.png	(from https://theme480-sneakers-store.myshopify.com/)
13:15:13	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2010%20Mar%202023%2007:45:11%20GMT	http://cdn.shopify.com/s/files/1/0061/9017/0185/products/taylor_swift_s_floral_denim_1_255x.png?v=1539268258	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/files/1/0061/9017/0185/products/taylor_swift_s_floral_denim_1_255x61ab.png	(from https://theme480-sneakers-store.myshopify.com/)
13:15:14	83350/83350	---MCZ	200	added ('OK')	text/html	etag:cacheable:322ad416523ad95b2ba85b4928a12701	https://theme480-sneakers-store.myshopify.com/products/taylor-swift-s-floral-denim	C:/Users/naman/Downloads/Sites/sn/theme480-sneakers-store.myshopify.com/products/taylor-swift-s-floral-denim.html	(from https://theme480-sneakers-store.myshopify.com/)
13:15:14	47779/47779	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Mar%202023%2007:45:13%20GMT	https://cdn.shopify.com/s/files/1/0061/9017/0185/products/taylor_swift_s_floral_denim_1_255x.png?v=1539268258	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/files/1/0061/9017/0185/products/taylor_swift_s_floral_denim_1_255x61ab.png	(from https://theme480-sneakers-store.myshopify.com/)
13:15:15	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2010%20Mar%202023%2007:45:14%20GMT	http://cdn.shopify.com/s/files/1/0061/9017/0185/products/nike_air_jordan_super_fly_2_mens_hi_top_basketball_shoes_1_255x.png?v=1539330186	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/files/1/0061/9017/0185/products/nike_air_jordan_super_fly_2_mens_hi_top_basketball_shoes_1_255xc3d6.png	(from https://theme480-sneakers-store.myshopify.com/)
13:15:15	91574/91574	---MCZ	200	added ('OK')	text/html	etag:cacheable:5356d2de779c0c36ab8def675db1fe4e	https://theme480-sneakers-store.myshopify.com/products/nike-air-jordan-super-fly-2-mens-hi-top-basketball-shoes	C:/Users/naman/Downloads/Sites/sn/theme480-sneakers-store.myshopify.com/products/nike-air-jordan-super-fly-2-mens-hi-top-basketball-shoes.html	(from https://theme480-sneakers-store.myshopify.com/)
13:15:17	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2010%20Mar%202023%2007:45:15%20GMT	http://cdn.shopify.com/s/files/1/0061/9017/0185/articles/collection-4_350x308_crop_center.jpg?v=1539341242	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/files/1/0061/9017/0185/articles/collection-4_350x308_crop_center50d8.jpg	(from https://theme480-sneakers-store.myshopify.com/)
13:15:17	67324/67324	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Mar%202023%2007:45:15%20GMT	https://cdn.shopify.com/s/files/1/0061/9017/0185/products/nike_air_jordan_super_fly_2_mens_hi_top_basketball_shoes_1_255x.png?v=1539330186	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/files/1/0061/9017/0185/products/nike_air_jordan_super_fly_2_mens_hi_top_basketball_shoes_1_255xc3d6.png	(from https://theme480-sneakers-store.myshopify.com/)
13:15:18	31815/31815	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Mar%202023%2007:45:16%20GMT	https://cdn.shopify.com/s/files/1/0061/9017/0185/articles/collection-4_350x308_crop_center.jpg?v=1539341242	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/files/1/0061/9017/0185/articles/collection-4_350x308_crop_center50d8.jpg	(from https://theme480-sneakers-store.myshopify.com/)
13:15:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2010%20Mar%202023%2007:45:17%20GMT	http://cdn.shopify.com/s/files/1/0061/9017/0185/articles/collection-3_350x308_crop_center.jpg?v=1539341103	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/files/1/0061/9017/0185/articles/collection-3_350x308_crop_centerd530.jpg	(from https://theme480-sneakers-store.myshopify.com/)
13:15:19	66325/66325	---MCZ	200	added ('OK')	text/html	etag:cacheable:d55e111a0ee82cff0a98791e14e322a3	https://theme480-sneakers-store.myshopify.com/blogs/news/see-you-in-sneakers	C:/Users/naman/Downloads/Sites/sn/theme480-sneakers-store.myshopify.com/blogs/news/see-you-in-sneakers.html	(from https://theme480-sneakers-store.myshopify.com/)
13:15:20	26634/26634	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Mar%202023%2007:45:18%20GMT	https://cdn.shopify.com/s/files/1/0061/9017/0185/articles/collection-3_350x308_crop_center.jpg?v=1539341103	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/files/1/0061/9017/0185/articles/collection-3_350x308_crop_centerd530.jpg	(from https://theme480-sneakers-store.myshopify.com/)
13:15:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2010%20Mar%202023%2007:45:19%20GMT	http://cdn.shopify.com/s/files/1/0061/9017/0185/articles/collection-2_350x308_crop_center.jpg?v=1539337059	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/files/1/0061/9017/0185/articles/collection-2_350x308_crop_center8007.jpg	(from https://theme480-sneakers-store.myshopify.com/)
13:15:21	65339/65339	---MCZ	200	added ('OK')	text/html	etag:cacheable:b28405b1c03067889dee11bd742ad8bf	https://theme480-sneakers-store.myshopify.com/blogs/news/we-never-stop-achieving-this-goal	C:/Users/naman/Downloads/Sites/sn/theme480-sneakers-store.myshopify.com/blogs/news/we-never-stop-achieving-this-goal.html	(from https://theme480-sneakers-store.myshopify.com/)
13:15:21	30991/30991	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Mar%202023%2007:45:20%20GMT	https://cdn.shopify.com/s/files/1/0061/9017/0185/articles/collection-2_350x308_crop_center.jpg?v=1539337059	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/files/1/0061/9017/0185/articles/collection-2_350x308_crop_center8007.jpg	(from https://theme480-sneakers-store.myshopify.com/)
13:15:22	65532/65532	---MCZ	200	added ('OK')	text/html	etag:cacheable:5eadc797d3a99b3ab3f7a1b13254ac99	https://theme480-sneakers-store.myshopify.com/blogs/news/we-d-love-to-hear-your-feedback-on-our-product	C:/Users/naman/Downloads/Sites/sn/theme480-sneakers-store.myshopify.com/blogs/news/we-d-love-to-hear-your-feedback-on-our-product.html	(from https://theme480-sneakers-store.myshopify.com/)
13:15:23	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2010%20Mar%202023%2007:45:21%20GMT	http://cdn.shopify.com/s/files/1/0061/9017/0185/files/banner-1_1130x800_crop_center.jpg?v=1613755508	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/files/1/0061/9017/0185/files/banner-1_1130x800_crop_center26c2.jpg	(from https://theme480-sneakers-store.myshopify.com/)
13:15:24	59210/59210	---MCZ	200	added ('OK')	text/html	etag:cacheable:697935cb72dd4a190092545ab9b9e552	https://theme480-sneakers-store.myshopify.com/cart	C:/Users/naman/Downloads/Sites/sn/theme480-sneakers-store.myshopify.com/cart.html	(from https://theme480-sneakers-store.myshopify.com/)
13:15:24	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2010%20Mar%202023%2007:45:23%20GMT	http://cdn.shopify.com/s/files/1/0061/9017/0185/files/banner-2_8d79d90a-00a3-4a65-bc05-49d8c43945c7_1130x800_crop_center.jpg?v=1613763798	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/files/1/0061/9017/0185/files/banner-2_8d79d90a-00a3-4a65-bc05-49d8c43945c7_1130x800_crop_centerda83.jpg	(from https://theme480-sneakers-store.myshopify.com/)
13:15:24	122293/122293	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Mar%202023%2007:45:23%20GMT	https://cdn.shopify.com/s/files/1/0061/9017/0185/files/banner-1_1130x800_crop_center.jpg?v=1613755508	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/files/1/0061/9017/0185/files/banner-1_1130x800_crop_center26c2.jpg	(from https://theme480-sneakers-store.myshopify.com/)
13:15:26	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2010%20Mar%202023%2007:45:24%20GMT	http://cdn.shopify.com/s/files/1/0061/9017/0185/files/small-ban-1_570x232_crop_center.png?v=1613755686	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/files/1/0061/9017/0185/files/small-ban-1_570x232_crop_center8a3c.png	(from https://theme480-sneakers-store.myshopify.com/)
13:15:26	150087/150087	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Mar%202023%2007:45:24%20GMT	https://cdn.shopify.com/s/files/1/0061/9017/0185/files/banner-2_8d79d90a-00a3-4a65-bc05-49d8c43945c7_1130x800_crop_center.jpg?v=1613763798	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/files/1/0061/9017/0185/files/banner-2_8d79d90a-00a3-4a65-bc05-49d8c43945c7_1130x800_crop_centerda83.jpg	(from https://theme480-sneakers-store.myshopify.com/)
13:15:27	67803/67803	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Mar%202023%2007:45:25%20GMT	https://cdn.shopify.com/s/files/1/0061/9017/0185/files/small-ban-1_570x232_crop_center.png?v=1613755686	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/files/1/0061/9017/0185/files/small-ban-1_570x232_crop_center8a3c.png	(from https://theme480-sneakers-store.myshopify.com/)
13:15:28	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2010%20Mar%202023%2007:45:26%20GMT	http://cdn.shopify.com/s/files/1/0061/9017/0185/files/small-ban-2_570x232_crop_center.png?v=1613755686	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/files/1/0061/9017/0185/files/small-ban-2_570x232_crop_center8a3c.png	(from https://theme480-sneakers-store.myshopify.com/)
13:15:28	81821/81821	---MCZ	200	added ('OK')	text/html	etag:cacheable:644ad21bdbeda1b39fa4cd626a843b4b	https://theme480-sneakers-store.myshopify.com/products/adidas-d-rose-4-basketball-shoes	C:/Users/naman/Downloads/Sites/sn/theme480-sneakers-store.myshopify.com/products/adidas-d-rose-4-basketball-shoes.html	(from https://theme480-sneakers-store.myshopify.com/)
13:15:30	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2010%20Mar%202023%2007:45:27%20GMT	http://cdn.shopify.com/s/files/1/0061/9017/0185/files/small-ban-3_58240ef0-5cf0-4868-bb0e-fdb4e97a0eec_570x232_crop_center.png?v=1613755686	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/files/1/0061/9017/0185/files/small-ban-3_58240ef0-5cf0-4868-bb0e-fdb4e97a0eec_570x232_crop_center8a3c.png	(from https://theme480-sneakers-store.myshopify.com/)
13:15:30	57631/57631	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Mar%202023%2007:45:27%20GMT	https://cdn.shopify.com/s/files/1/0061/9017/0185/files/small-ban-2_570x232_crop_center.png?v=1613755686	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/files/1/0061/9017/0185/files/small-ban-2_570x232_crop_center8a3c.png	(from https://theme480-sneakers-store.myshopify.com/)
13:15:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2010%20Mar%202023%2007:45:29%20GMT	http://cdn.shopify.com/s/files/1/0061/9017/0185/files/small-ban-4_570x232_crop_center.png?v=1613755687	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/files/1/0061/9017/0185/files/small-ban-4_570x232_crop_centerca0d.png	(from https://theme480-sneakers-store.myshopify.com/)
13:15:31	53058/53058	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Mar%202023%2007:45:29%20GMT	https://cdn.shopify.com/s/files/1/0061/9017/0185/files/small-ban-3_58240ef0-5cf0-4868-bb0e-fdb4e97a0eec_570x232_crop_center.png?v=1613755686	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/files/1/0061/9017/0185/files/small-ban-3_58240ef0-5cf0-4868-bb0e-fdb4e97a0eec_570x232_crop_center8a3c.png	(from https://theme480-sneakers-store.myshopify.com/)
13:15:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2010%20Mar%202023%2007:45:30%20GMT	http://cdn.shopify.com/s/files/1/0061/9017/0185/files/collection-banner-1_370x380_crop_center.jpg?v=1613755719	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/files/1/0061/9017/0185/files/collection-banner-1_370x380_crop_centerd2f4.jpg	(from https://theme480-sneakers-store.myshopify.com/)
13:15:33	69388/69388	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Mar%202023%2007:45:30%20GMT	https://cdn.shopify.com/s/files/1/0061/9017/0185/files/small-ban-4_570x232_crop_center.png?v=1613755687	C:/Users/naman/Downloads/Sites/sn/cdn.shopify.com/s/files/1/0061/9017/0185/files/small-ban-4_570x232_crop_centerca0d.png	(from https://theme480-sneakers-store.myshopify.com/)
